user_name,user_id,video_id,video_desc,video_time,video_length,video_link,n_likes,n_shares,n_comments,n_plays
washingtonpost,6665748878039842822,6974413834555559173,What we know is that we don’t know anything yet. 🥪,1623857266,16,https://www.tiktok.com/@washingtonpost/video/6974413834555559173?lang=en,27600,169,562,216200
washingtonpost,6665748878039842822,6974100860561411333,What were you doing back in December 2019?,1623784395,21,https://www.tiktok.com/@washingtonpost/video/6974100860561411333?lang=en,19700,194,442,102800
washingtonpost,6665748878039842822,6974060215956147462,Australia recently: 🔥🌧🐀🔥,1623774932,36,https://www.tiktok.com/@washingtonpost/video/6974060215956147462?lang=en,23100,114,136,138300
washingtonpost,6665748878039842822,6972601456545271045,"The Group of Seven leaders committed Friday to donating 1 billion doses of coronavirus vaccines, including 500 million from the U.S. #G7Summit",1623435288,30,https://www.tiktok.com/@washingtonpost/video/6972601456545271045?lang=en,162600,2943,785,1100000
washingtonpost,6665748878039842822,6972564958827564294,The overall package is less than the $2.2 trillion package endorsed by Biden but much larger than the initial GOP proposal. #infrastructure,1623426791,8,https://www.tiktok.com/@washingtonpost/video/6972564958827564294?lang=en,6074,44,67,57200
washingtonpost,6665748878039842822,6972280711055150342,"The firm behind the Keystone XL pipeline officially scrapped the project on Wednesday, months after President Biden revoked a cross-border permit.",1623360609,19,https://www.tiktok.com/@washingtonpost/video/6972280711055150342?lang=en,16100,125,525,99700
washingtonpost,6665748878039842822,6972201713319169285,"Under Biden, the Justice Department will no longer seize journalists’ phone records. However, no steps have been taken to end this practice outright.",1623342216,30,https://www.tiktok.com/@washingtonpost/video/6972201713319169285?lang=en,19200,385,163,114800
washingtonpost,6665748878039842822,6971877229282299142,Fact-check: vaccines do not turn you into a magnet. #Magneto,1623266666,19,https://www.tiktok.com/@washingtonpost/video/6971877229282299142?lang=en,271200,16500,9987,3600000
washingtonpost,6665748878039842822,6971869042302864646,President Biden is revoking the Trump administration orders that sought to ban TikTok and replacing it with a new security review #TikTokNews,1623264759,27,https://www.tiktok.com/@washingtonpost/video/6971869042302864646?lang=en,18600,104,117,93600
washingtonpost,6665748878039842822,6971524282874612998,‘Make a TikTok Every Day’ is officially out today! Stitch this if you got a copy. #UnderratedAccounts #BookTok,1623184489,32,https://www.tiktok.com/@washingtonpost/video/6971524282874612998?lang=en,8230,61,79,53600
washingtonpost,6665748878039842822,6971139254164442374,"A couple of weeks after Jeff Bezos officially steps down as CEO of Amazon, he will ride a rocket to space with his brother, Mark. #SpaceNews",1623094842,28,https://www.tiktok.com/@washingtonpost/video/6971139254164442374?lang=en,3580,34,51,26200
